char_count,word_count,sentence_count,avg_word_length,avg_sentence_length,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,automated_readability_index,dale_chall_readability,coleman_liau_index,lexical_diversity,exclamation_marks,question_marks,commas,semicolons,colons,quotation_marks,dashes,ellipsis,polarity,subjectivity,noun_ratio,verb_ratio,adj_ratio,adv_ratio,pronoun_ratio,proper_noun_ratio,entity_density,person_entities,org_entities,gpe_entities,date_entities,avg_dependency_distance
2212.0,331.0,32.0,5.601208459214502,10.34375,49.86468409299883,9.879406278733747,11.315434125837385,11.882522634951826,12.14734401681335,12.22145673190595,12.965558912386705,0.56797583081571,12.0,0.0,23.0,0.0,5.0,1.0,0.0,0.0,-0.09285714285714286,0.6148809523809524,0.125,0.08726415094339622,0.04009433962264151,0.02830188679245283,0.06839622641509434,0.1509433962264151,0.10141509433962265,21.0,7.0,1.0,7.0,3.1910377358490565
9719.0,1530.0,66.0,5.327450980392157,23.181818181818183,37.597032068062845,13.946511780104714,17.010732984293195,15.579741850924794,15.599794117647058,12.591694764397905,13.152094240837695,0.4222222222222222,0.0,1.0,59.0,5.0,9.0,0.0,29.0,0.0,0.014362968591692003,0.41756585612968583,0.16405375139977604,0.1019036954087346,0.04927211646136618,0.03471444568868981,0.03919372900335946,0.1959686450167973,0.11982082866741321,96.0,62.0,8.0,20.0,3.566629339305711
3118.0,509.0,34.0,5.092337917485265,14.970588235294118,58.304952042079236,9.047459777227726,10.668935643564357,11.395327392982846,10.445536591355598,9.797230198019802,10.8190099009901,0.5402750491159135,1.0,3.0,21.0,0.0,6.0,13.0,2.0,0.0,0.17933333333333334,0.5,0.15806451612903225,0.1032258064516129,0.05,0.03064516129032258,0.08225806451612903,0.13709677419354838,0.07580645161290323,12.0,11.0,4.0,8.0,2.7661290322580645
987.0,166.0,9.0,4.903614457831325,18.444444444444443,52.16386363636366,10.082575757575757,11.690909090909091,12.340626583579944,9.916024096385541,10.292415151515153,10.38666666666667,0.7108433734939759,1.0,1.0,7.0,0.0,1.0,0.0,1.0,0.0,0.05655253837072017,0.5123376623376624,0.18848167539267016,0.14659685863874344,0.03664921465968586,0.031413612565445025,0.1099476439790576,0.07853403141361257,0.041884816753926704,2.0,3.0,0.0,1.0,2.9162303664921465
6895.0,1106.0,58.0,5.184448462929476,19.06896551724138,41.19043327305607,13.009313562386982,15.357945750452082,14.352865598051306,14.048752260397833,11.557901547920434,12.197468354430384,0.47920433996383366,0.0,0.0,64.0,0.0,2.0,0.0,10.0,0.0,0.10405727029103655,0.3900170536534173,0.19582043343653252,0.11687306501547988,0.05572755417956656,0.037925696594427245,0.05108359133126935,0.10758513931888544,0.06656346749226007,24.0,32.0,9.0,17.0,3.2461300309597525
5073.0,802.0,50.0,5.240648379052369,16.04,54.57919426374929,10.883223930613049,12.426585189565674,12.256330210517838,13.792927549547187,11.344962106577304,11.98401997503121,0.4775561097256858,4.0,8.0,36.0,0.0,12.0,18.0,4.0,0.0,-0.024876250798381943,0.35455964800227097,0.14512922465208747,0.10039761431411531,0.055666003976143144,0.02186878727634195,0.04771371769383698,0.16600397614314116,0.110337972166998,32.0,26.0,6.0,20.0,3.502982107355865
4983.0,830.0,56.0,5.001204819277109,14.821428571428571,59.05462830043581,9.409523199179702,12.075877980005128,12.065136355380435,10.955461932837736,10.29574019482184,10.685301204819279,0.40240963855421685,1.0,0.0,30.0,0.0,5.0,0.0,7.0,0.0,0.11587594696969696,0.4522253787878788,0.23044397463002114,0.09830866807610994,0.048625792811839326,0.04334038054968287,0.02748414376321353,0.08985200845665962,0.08773784355179703,12.0,8.0,10.0,21.0,3.116279069767442
3479.0,540.0,24.0,5.4185185185185185,22.5,36.69136363636366,14.239393939393942,17.81818181818182,16.076209382546992,16.363949494949495,12.427306397306397,13.551481481481485,0.5481481481481482,2.0,0.0,38.0,0.0,7.0,0.0,4.0,0.0,0.18992063492063493,0.499484126984127,0.16899224806201552,0.08837209302325581,0.06201550387596899,0.023255813953488372,0.05116279069767442,0.1937984496124031,0.14263565891472868,28.0,24.0,14.0,12.0,3.4217054263565894
1041.0,176.0,16.0,4.8522727272727275,11.0,63.699530303030315,7.289409090909093,9.011515151515152,10.047579312681364,7.290871212121214,9.51171196969697,8.996590909090909,0.7443181818181818,5.0,2.0,7.0,0.0,1.0,0.0,1.0,0.0,-0.01398148148148149,0.32037037037037036,0.1943127962085308,0.12796208530805686,0.05687203791469194,0.04739336492890995,0.052132701421800945,0.03317535545023697,0.04265402843601896,1.0,3.0,1.0,1.0,2.853080568720379
2730.0,411.0,27.0,5.605839416058394,15.222222222222221,39.35323725055434,12.400133037694015,15.064301552106429,14.619326736428896,14.291685467816855,11.91669290465632,14.10146341463415,0.5985401459854015,0.0,0.0,14.0,0.0,8.0,4.0,2.0,0.0,0.0007440476190476184,0.48690476190476195,0.158004158004158,0.0997920997920998,0.05197505197505198,0.031185031185031187,0.035343035343035345,0.20374220374220375,0.11434511434511435,17.0,21.0,4.0,7.0,2.995841995841996
