char_count,word_count,sentence_count,avg_word_length,avg_sentence_length,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,automated_readability_index,dale_chall_readability,coleman_liau_index,lexical_diversity,exclamation_marks,question_marks,commas,semicolons,colons,quotation_marks,dashes,ellipsis,polarity,subjectivity,noun_ratio,verb_ratio,adj_ratio,adv_ratio,pronoun_ratio,proper_noun_ratio,entity_density,person_entities,org_entities,gpe_entities,date_entities,avg_dependency_distance
36695,5797,186,5.282387441780231,31.166666666666668,25.887963617535405,17.873568262734853,21.023891118891466,18.04488563804133,20.004330565070603,12.312511514966221,13.331032102174664,0.37674659306537867,3,5,265,0,7,0,119,0,0.02293947652195077,0.3996926355431508,0.2061962644530092,0.0972428105544026,0.08775570708568041,0.039875481766973024,0.03187073821523866,0.10376519418914913,0.085976875185295,80,121,159,77,3.7013044767269494
6105,955,36,5.34869109947644,26.52777777777778,31.754481132075483,15.413553459119498,18.27295597484277,16.52667757954773,17.01233507853403,12.23349958071279,13.560377358490562,0.47539267015706804,0,1,38,0,3,0,14,0,-0.030547520661157016,0.42734548280002826,0.17927927927927928,0.10720720720720721,0.07477477477477477,0.017117117117117116,0.03513513513513514,0.13873873873873874,0.1009009009009009,38,33,6,15,3.2666666666666666
4819,803,19,4.973848069738481,42.26315789473684,23.37809883186773,20.484823467646674,24.116130725817037,19.44586220784529,23.102087566362982,11.971326643916525,11.876807980049875,0.47696139476961397,0,0,33,1,1,2,5,0,0.017161765437627503,0.35486142210280136,0.2026726057906459,0.06904231625835189,0.0957683741648107,0.0200445434298441,0.03229398663697105,0.13697104677060135,0.12806236080178174,6,23,48,17,3.7561247216035634
9347,1440,71,5.4375,20.281690140845072,28.35190003310163,15.54165360991578,19.18256647909081,17.142856530825814,16.73325657894737,12.186389116922285,13.99888190076869,0.5090277777777777,0,1,73,0,5,0,11,0,0.12087511055252997,0.4565379602476376,0.21813870776526378,0.1043272080616479,0.08654416123295791,0.03023117960877297,0.01778304682868998,0.10314167160640189,0.06342620035566093,13,44,19,13,3.2910491997628926
1188,192,7,5.182291666666667,27.428571428571427,39.61752976190479,13.602585978835979,16.22248677248677,15.247664890283005,14.791093750000002,12.076712698412699,12.315343915343913,0.71875,1,0,14,0,4,0,4,0,0.12678932178932178,0.34365079365079365,0.27155172413793105,0.04741379310344827,0.07758620689655173,0.008620689655172414,0.021551724137931036,0.13793103448275862,0.08189655172413793,6,2,0,3,3.6982758620689653
16020,2679,99,4.943635684957074,27.060606060606062,34.74909695625885,16.47734327756501,19.356515365303917,16.84955709168897,18.08623139322099,11.54014517051181,11.26634109691961,0.43859649122807015,1,4,168,0,12,1,36,0,0.07856262411955484,0.39983591216264486,0.14349065568577762,0.0788723471650301,0.06841938549255623,0.039277795375356354,0.03991130820399113,0.14855875831485588,0.11403230915426038,56,71,93,51,3.7469116249604055
219,38,4,4.605263157894737,9.5,68.55990990990992,6.760540540540543,8.176576576576577,8.841846274778883,6.4274561403508805,10.649584684684685,8.135135135135137,0.8947368421052632,1,0,0,0,0,0,0,0,0.0,0.0,0.11627906976744186,0.13953488372093023,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.2558139534883721,0.11627906976744186,1,1,1,1,3.13953488372093
7456,1215,59,5.118518518518519,20.593220338983052,40.91216850568654,14.367729720569407,17.302470437598856,15.757194625224994,16.394131313131318,11.145668306093246,12.130571665285832,0.5127572016460905,0,0,87,3,5,0,16,0,0.07548087255534064,0.4023508258880599,0.18028169014084508,0.10985915492957747,0.05845070422535211,0.05,0.04366197183098591,0.09014084507042254,0.07394366197183098,33,17,12,17,4.016901408450704
749,119,8,5.243697478991597,14.875,42.03347457627123,11.584285714285716,15.217433414043583,14.138980108339055,11.696386554621846,11.16329225181598,11.935593220338983,0.7563025210084033,0,0,2,0,3,0,3,0,0.01153846153846154,0.41923076923076924,0.19594594594594594,0.08108108108108109,0.0472972972972973,0.02702702702702703,0.006756756756756757,0.21621621621621623,0.12162162162162163,3,7,2,4,2.972972972972973
36088,5657,201,5.356372635672618,28.144278606965173,25.675980290088376,16.804266492521425,20.145143350936497,17.849367246801563,18.14115470792666,12.612000872313153,13.576287382764114,0.3503623828884568,0,5,277,1,20,0,83,0,0.05687644536443673,0.3750684716787333,0.16646229307173513,0.09641324340895156,0.06958920907418761,0.03540772532188841,0.024524831391784182,0.170907418761496,0.12155119558553035,210,266,92,83,3.473329245861435
873,141,7,5.177304964539007,20.142857142857142,37.6164285714286,14.968571428571433,19.485714285714288,17.353723509956247,16.95510638297872,12.807514285714285,12.64,0.8085106382978723,0,0,6,0,1,0,2,0,0.11363636363636366,0.4272727272727273,0.20625,0.1,0.05625,0.03125,0.03125,0.23125,0.125,8,5,0,5,4.10625
1857,297,14,5.235690235690235,21.214285714285715,38.5323388773389,13.541351351351356,16.269854469854472,15.402047736947555,14.614716394716396,11.007171413721414,12.566216216216219,0.7037037037037037,0,1,15,0,5,0,3,0,0.19702581369248034,0.5383811661589439,0.14035087719298245,0.12573099415204678,0.07309941520467836,0.03508771929824561,0.07017543859649122,0.15204678362573099,0.08187134502923976,14,5,1,2,3.3596491228070176
1969,298,18,5.604026845637584,16.555555555555557,32.91981818181819,13.586545454545458,17.07824915824916,15.903189008614273,14.864966442953019,11.955347676767678,14.575757575757574,0.674496644295302,0,0,11,0,2,0,5,0,-0.08127325890483784,0.397900053163211,0.20116618075801748,0.119533527696793,0.09037900874635568,0.023323615160349854,0.023323615160349854,0.17201166180758018,0.15160349854227406,5,7,19,7,3.020408163265306
1192,193,6,5.16580310880829,32.166666666666664,36.80078947368426,14.869398496240603,17.383458646616543,15.903189008614273,16.47236121391562,12.046733082706767,12.353684210526314,0.694300518134715,1,0,17,0,4,0,4,0,0.0986521054702873,0.3898268398268398,0.23931623931623933,0.042735042735042736,0.0641025641025641,0.008547008547008548,0.017094017094017096,0.1794871794871795,0.09829059829059829,8,2,1,2,3.5213675213675213
15466,2541,114,5.0535222353404174,22.289473684210527,38.9346809805991,14.333945937170224,17.340368536407176,15.929500239393288,15.46487323360801,11.189138769380632,11.667716535433073,0.39590712317985044,0,10,123,0,13,0,33,0,0.020188551138332796,0.4097418350693461,0.16195985028921403,0.08948621980265396,0.07145287512759442,0.04083021435862538,0.04695474651241919,0.13712146988771692,0.1044572984008166,74,69,74,29,3.6165362368152434
5122,820,36,5.209756097560976,22.77777777777778,35.22835926502188,14.50367859524339,17.64131288434467,15.94183989575858,15.501890613451586,11.95024529154627,12.608557457212715,0.5365853658536586,0,1,33,0,8,0,2,0,0.09022486772486775,0.41489417989417987,0.1751592356687898,0.1178343949044586,0.050955414012738856,0.020169851380042462,0.06687898089171974,0.15074309978768577,0.11464968152866242,20,48,11,12,3.148619957537155
3433,553,19,5.144665461121157,29.105263157894736,38.14010889292197,15.143956442831222,18.3513611615245,16.300405474201746,17.30137432188065,11.43675117967332,12.48457350272232,0.5913200723327305,0,0,30,0,2,0,5,0,-0.041548274957365884,0.4361537452446543,0.18251533742331288,0.11503067484662577,0.07822085889570553,0.03680981595092025,0.05061349693251534,0.11809815950920245,0.08895705521472393,14,20,2,7,3.5383435582822087
8448,1401,89,4.994289793004996,15.741573033707866,50.61713487811781,10.560892190594398,12.99250362771851,13.168928709013372,10.871585937711757,9.971780976152886,10.736265320836338,0.5053533190578159,0,6,124,1,9,0,11,0,-0.014304199014942807,0.4483700642791552,0.1503267973856209,0.1021984551396316,0.0736779560308972,0.0427807486631016,0.07130124777183601,0.08912655971479501,0.08377896613190731,15,12,24,18,3.1105169340463457
1147,184,6,5.2228260869565215,30.666666666666668,37.38500000000002,14.433015873015876,16.952380952380953,15.719379583869454,16.02665372670807,11.929706349206349,12.725555555555555,0.6684782608695652,1,0,13,0,4,0,5,0,0.11560760667903526,0.3824829931972789,0.2555066079295154,0.048458149779735685,0.07929515418502203,0.00881057268722467,0.01762114537444934,0.13656387665198239,0.07929515418502203,4,3,0,2,3.806167400881057
713,115,9,5.173913043478261,12.777777777777779,44.85236842105266,11.049147869674186,14.935338345864663,14.138980108339055,11.081987577639751,11.369710025062659,11.789473684210527,0.7565217391304347,0,0,5,0,1,0,0,0,0.25625000000000003,0.45,0.17054263565891473,0.08527131782945736,0.03875968992248062,0.046511627906976744,0.05426356589147287,0.23255813953488372,0.11627906976744186,4,3,4,3,3.4263565891472867
